emotion_label,processed_text,encoded_label
neutral,my non-alcoholic friend drinking thumbs up and doing over action be like:,4
surprised,nenu baite unna nanna,3
surprised,entamma akkade nila baddav bayatiki ra curtain venakala nunchi,3
sad,me searching depression songs during nighttime ,9
wonder,"when maths madam, done wrong step in sum, and then i said,: madam step wrong",7
wonder,"after checking: meeku maths vaccho raadho test chesaa. good, ilagey cheppali",7
wonder,maths madam: entraa nuvvu naa kanna thopaa,7
confused,nuvve aa daridam ani ardam ayyindhi,8
confused,"me and friend looking at each other in exam hall:
",8
confused,daridam ekkado ledu ra ,8
heroism,her reaction: kali mata avatharam ethuthadi,5
heroism,when someone talk bad about their child then,5
wonder,"orey, gabbu naayala. naa class lo padukuntaav entra. ley raa",7
wonder,"me in childhood, sleeping in maths class",7
neutral,me and my friend entering to college after one month suspension,4
surprised,bheemavaram lo ammayilu baaguntaaru kadhaa,3
surprised,meedhi a ooru annav,3
surprised,baaney untaaru sir,3
surprised,bheemavaram sir,3
neutral,knowledge is divine,4
neutral,nenu cheptha vinu ,4
neutral,i know neeku teliyadhu,4
neutral,pedhalluu emannaro telusa?,4
happy,me laughing at my principal during my convocation after dng all yedhava panulu in clg ,0
surprised,"chettanayala, donga nayala",3
surprised,chi veediki anavsaranga dorikane,3
happy,friends who dont eat non-veg on saturdays be like: ,0
surprised,anna: vamoo veeditho anavasaranga thaginchara ayyaaaa,3
surprised,dad: entha dammunte ila chestharuraa,3
surprised,me calling my dad after drinking: daddy nenu anna gaadu full gaa thagesam em chestharo chesukondi,3
wonder,gym girl: nammalsindheee andiii,7
wonder,gym girl: one year gym ki velthe naa laa fit ga untaru,7
wonder,me: nenu nammanu,7
neutral,me asking my friend money and he be like: budda paisa ledu ,4
disgust,me with my frnd: eraa calls matladi matladi bore kottadha meeku?,1
angry,vasthuna ra vasthuna ra vasthuna raaa,2
angry,in temple: arey fast ga raa ra prasadam ipothundi,2
neutral,my friend's wife became pregnant at age of 60,4
happy,gelichi natte iga ,0
happy,mukkalenti intha darunga padday ,0
heroism,me: valluu naaku nacharu,5
heroism,me: nenu ala act cheyanu daddy ,5
angry,"maths marks takkuva raani, appudu cheptha nee pani",2
angry,"when my maths sir, saw me playing cricket before maths exam, his reaction:",2
disgust,my teammate: asalu em chesav ani nuuv,1
disgust,me with my teammate: ee work lu cheyaleka sachipothunara ,1
neutral,me in childhood after 8 in the night,4
neutral,nannaaaa thindham daaaaaa,4
confused,tinnadam kanna chavadam melu ani pistundhi,8
confused,"my sister made food today at home:
dhini prayogalu ento namidha",8
neutral,my friends on my birthday after cake cutting,4
wonder,"my cse friend: enti raa, intha chinna code, solve cheyyadaniki intha kastapaduthunnav",7
wonder,me trying to do coding ,7
neutral,me with my teammates: nenu leave peduthunnaaa,4
neutral,naa work kooda meere cheseyaliiii!,4
angry,na peru gurthundi poyela chesta,2
angry,arey nuvvu dorukuthe matram,2
sad,"enduku sravs, nikante tellaga unna ana?",9
sad,niku naku set avvadu,9
surprised,"anavsaranga, lechipoyam asalu  ",3
surprised,"aauppulu, pappulu rate chuste nemo akashanni antunnay",3
surprised,"idemo, chicken biryani, mutton biryani nunchi kindaki digatledu",3
heroism,that room pedda assigning tasks to the room mates be like: meeru ee panlu anni cheyyandi,5
heroism,that one guy: nuv enduku em cheyatledu ra,5
heroism,me fighting for that one chair in office,5
heroism,after finding better chair than that,5
disgust,ni lanti edavani eppudu chudaledu,1
disgust,mari intha worst ga unnav entra ,1
angry,dammunte ra chuskundam,2
angry,rey evadra nuvvu vanni kapadutunnav ,2
angry,nenu evarithe nikenduku ra ,2
confused,office join aina next roju neeku work assign chesinappudu..rey em jeruguthundi ra,8
neutral,ofc mate: naku project eh imp ra,4
neutral,me: arey nenu imp ah leka project imp ah,4
neutral,when you talking and ur mate doing the work seriously,4
happy,jai chatgpt,0
happy,when my friend got any doubt in coding: ,0
disgust,my female friend when i comment on her: nuvemanna hero anukuntunaveraaa,1
disgust,mundu velli adham lo chuskoo nuvvu,1
heroism,me with my female teammate: ee chinna gun latho manam kalcham pedhavi kavali,5
neutral,my friend after learning data science and gen-ai,4
angry,my friend: nenu nee laaga single gadini kadhuraa naa girlfriend tho busy ga unna phn pettey,2
angry,me: baane extraluuu....,2
angry,me with my friend: orey dammunte 1 vs 1 room adadham raraaa,2
disgust,"mee nanna, nuvvu chedipothey, maa thappu antadentreaa",1
disgust,"ilaney untadhi, ee year lo ina career meedha concentrate chey",1
fearful,"prema paada tapatledu, niku padali sindhe",6
fearful,arey mawa nenu ante niku endhuku ra antha prema,6
confused,eroju friend gadi birthday: party undi anukunane..leda anti,8
neutral,my friend coming from dubai,4
disgust,when someone bullies my inner visualization: okaokadini kindha padesiii kodatha!,1
sad,me: arey na ex ki msg cheyali ani undhi ra,9
sad,my self respect: nannu murder chey ra,9
disgust,em chestunnav bayya ,1
disgust,kalustunna kanapadatleda,1
confused,"arey mana madha ivvani enduku ra, ni money navi, kava na money nivi kava",8
confused,nuv naku ichhava asalu,8
confused,"my friend overaction after taking my money be like:
ye money ra",8
confused,"rey 500 ichha, kathalu oddu",8
disgust,"telugu sir: ikkada telugu ey correct gaa vinaru, inka hindhi evaramma vintaaru",1
disgust,"hindi sir: telugu vacchu kabatti evaru vinaru, hindi raadhu kabbati, andaru vintaaru",1
neutral,me: euuuuuuu,4
neutral,me: sarele maname arichedham,4
neutral,me: ippudayina aravandiraaa,4
neutral,me in theatre: identi evaru aravatla,4
neutral,when you got all info of girl you saw in metro: gattiga ne research chesav mike...,4
happy,my girlfriend: chalu aah inkonchem pettana?,0
happy,my girlfriend in canteen: subbu idhigo dosa thinu,0
happy,my friend: maakenti idhi maakentanta idhi.,0
happy,me: chalu mdhyanam lunch kooda pettochuga nuvve,0
wonder,kani tandri avuthadu ,7
wonder,mi vadiki asalu pelli kadu,7
heroism,ammailatho jokes vesthanemo kani,5
heroism,vallani yeppudu respect lekunda chudaledu..chudanu,5
heroism,eedenti ala egeskoni pothunnadu,5
neutral,"friend: macha ee ammayiki telugu raadhu, tamil vacchu anta",4
neutral,"radhu, naaku tamil vacchu",4
neutral,tamil vaasana ikkada tagulthundi raa,4
neutral,neeku telugu raadha!,4
angry,me after reading mahabharath and ramayana,2
surprised,when your friend said: rey rush chedam padha...now whole team is dead(bot gallatho kalisi adthuna ani marchipoya bro),3
wonder,evaru anna athanu,7
wonder,enthamandhi tho ayna pulihora okesari kalapagaladu,7
wonder,athanu vo pedda pulihora raja,7
happy,chudu aa moodu kothulu ela kurchunnayo,0
surprised,my dad after seeing my marks,3
heroism,my frnd after 12 o clock be like,5
neutral,when my friends find me talking to a girl,4
fearful,my friend: oka ammai chi kotindi ani vere valla ki try cheyadam aagadu,6
fearful,try chesthune unta...,6
heroism,me calling my relatives to mu home and speaking with them after getting job,5
sad,me if i see blood ,9
sad,adigi thitinchu kovadam ante ide nemo,9
sad,ela unnanu,9
sad,arya ,9
sad,na jeevitanni nashnam chesav ga bane untav,9
sad,ha enti,9
surprised,"when manager scoulds me for a small mistake, and i am going very angry",3
surprised,my friends: entra kompateesi veedu resign chesthaada,3
wonder,"maa 4 years ki kalipina kooda inni books. adhey nenu chadivi unte, erragaddalo undevadini",7
wonder,me after seeing my sister mbbs books,7
sad,me after when mom scold me: eppudu nanne thittu mummyyy,9
disgust,"bandi lona, mandhu lona",1
disgust,intha late ayyindhi enti,1
disgust,darilo vastunte bandilo petrol ayi poyindhi ,1
sad,"my friend to that girl, who dumped him be like:
nenu evaro teliyada niku ",9
sad,muthu muduchukoni kurchunnave cheppave,9
happy,me when dad asks evadra naa jebulo dabbulu teesesindhiii!,0
wonder,"me: mari inni dantlo 1st vacchi, ee peon job enti..?",7
wonder,migathavanni fattu,7
wonder,"my friend: english maatramey 1st,",7
surprised,ee telugu vallatho pramadam naayana,3
surprised,athanu telugu vaadena,3
surprised,avunu nannagaru,3
heroism,my frnd after drinking: mowa padharaa aah seniors ni esedham,5
heroism,my frnd: aee edhavaki bhayapadalsina avasaram ledhu ,5
heroism,me: ndhukuraa mowa ippudu ivannii,5
heroism,petrol boy: ekkadanunchi ocharuraaa nayana,5
heroism,my frnd: mowa petrol chala ekkuva cost ayindhiraaa,5
heroism,me: adhi entha cost unna manam 100 aee kottistam kadhara ,5
fearful,ne chetha badcow ela raa ra,6
fearful,2nd class me asking for new slate then nanna: monna ne kada ra epincha em chesav..,6
fearful,me: ante nanna adi vere vadu teskoni pagalakotadu,6
sad,my friend me: rey mowaa results chusara malli fail ayyav nuvu,9
sad,me: em matladuthunav mowa eesari nijamga baa raasara ,9
neutral,me calling everyone with my new phone number,4
happy,me trying to convince my dad why i need money,0
happy,sister: nanna vadini namaku (daniki evvaledu ani pogaru),0
happy,dad: tesko ra,0
neutral,manager: rey task eroju eod kantha work complete chesi naku update evvu,4
neutral,manager: adi ninna ra...,4
neutral,me: ninna leave adigithe approve chesaru kada andi,4
confused,bava niku gf undha ,8
confused,na mokaniki gf aa ,8
fearful,niku dandam ra babu,6
fearful,inkosari ni bike midha kurchonu,6
sad,my pulihora friend with girls: intha andhanga unnaru roju andhanni tintunnara enti ,9
sad,adem ledu.....,9
neutral,attendence ekkuva vundhi naku,4
neutral,college ki enduku pole ra,4
neutral,daaniki kuda leave pedthara,4
surprised,me: parledhu cheppu em annanu,3
surprised,my frnd: em ledhu ,3
surprised,mt friend: nee snckas night thinesindhi nene ,3
surprised,me to my frnd: enti ala chusthunav,3
disgust,"adi telugu antara, burra takkuva nayala",1
disgust,"rey veeditho tiraga kandi, veedu college puttnappati nunchi ikkade chaduvutunnadu",1
disgust,asalu em rasav ani eyyali ra niku marklu,1
disgust,monna rasanu ga telugu paper lo,1
disgust,adedo 4 markulu esi pass cheyochhu ga,1
neutral,my friends at office party,4
happy,me siggu pading on stage when someone shouts my crush name from down,0
disgust,"rey nuv agu, niku matlade adhikaram ledu ",1
disgust,rey idi mottam waste ra  ,1
wonder,"adhey bava garu, policelu ela undakudadho, vellaki chepthunna",7
wonder,"bava, enti akkada discussion",7
wonder,cheppadam dheniki example gaa mimmalni choopsithey saripothundhi gaa.,7
neutral,my mom beating me after i took money from my uncle(mena mama),4
neutral,"mom: era vaddhu, ani anu ani inti dhagarey cheppanuga. malli enduku raa teesukunnav?",4
sad,me: nuvvu ila thinetappudu thidithe thinanu nenu,9
sad,me: food bale undhi mummy,9
sad,me: naakem  odhu inka,9
sad,me after some time: parledhule ee konchem thinedham,9
happy,mummy heroine la unnav ivela ento,0
happy,chicken biryani cheyochugaaaa ,0
happy,em kavali cheppu,0
surprised,cheppaniki asalu em ledu anna ,3
surprised,ui cinema ki poynam anna,3
surprised,mari review cheppandra,3
neutral,"that guy: panodu kaadhu, call me as cr!",4
neutral,"in class: rey panoda, sir pilusthunnaru",4
disgust,"annaya, avasaramaa veedu. pampinchey veedini urgent gaa",1
disgust,that one friend who is vegetarian between 5 non-vegetarian guys,1
neutral,my lecturer talking about his childhood and getting emotional,4
neutral,watchman: evadra nuvu udathalu patte vadila unnav,4
neutral,my friend vadi crush cake cutting undi ante first time valla intiki veladu,4
disgust,me: ndhuku naa love matter intlo cheppesaveeeeee!,1
disgust,my sister: sorry raa edho flow lo amma tho anesaaaaa,1
wonder,ego ee 100 theesukoni aa ammayi number ivvu ,7
wonder,ego ee 500 teesukoni pakkaiko poyi aaduko,7
heroism,miru antha evaru,5
heroism,oka generation ki inspiration,5
angry,giving birthday bumps to friends be like:,2
sad,me explaining doctor why i have drink purugula mandhuuuuu,9
angry,random kid irritating you continuously: ado saradhaki...,2
angry,me finally lost the patience,2
wonder,my frnd: mrng tiffin thindaniki dabbulu lev kani ee dialogues ki em thakkuva ledhu,7
wonder,me with my bro: neeku emanna kavali ante nannu adagara thammudu nenu konistaaa,7
neutral,enti edho chepta annav ,4
neutral,niku lover evaraina unnara,4
neutral,adem ledu le,4
heroism,she: maaku telusu aah daridrpau kallu esukuni disti pettakku!!,5
heroism,me with smile: already petta!!,5
heroism,me with my crush: saree lo masth cute unnav!,5
sad,dad: belt anduko jhanaki,9
sad,when your dad found your browsing history,9
sad,me: promise ga evvi ala vachai naku telidu nanna,9
sad,dad: mari edhi yenti ra..,9
neutral,my friend playing kabaddi with strong players,4
angry,me and my bro followed a girl from other clg:,2
angry,my bro: nuv watchman va ra,2
angry,some random guy: asal avdra nuvu...who allowed them inside man,2
happy,pulini chudali anko parledu,0
happy,kani puli tho ata adithe mathram vetadesthadhi,0
happy,"danitho photo digali anuko, konchem risk ayina parledu try cheya vachhu",0
surprised,"in child hood, while going to classroom on new year",3
angry,gandhi cinema india lo vanda rojulu aadadu,2
angry,"adhey, kadapa king ani teeyu 200 centers 100 days",2
angry,vaadu na jaan jigiri,2
angry,rey vadini emmanna annavo sava kodta,2
surprised,luck: enti ala chusthunav nenem raanu,3
heroism,my goal is to settle in 2025,5
happy,dad: eraa yedhava pakkintiii ammmayini kelikav antaga ,0
happy,me: ayyoo rama nenu ndhuku chestha nannagaru alaaa,0
surprised,my friend waiting for 12.00 for new year 2025,3
confused,new joinee: office vodhili vellipotha antunadu,8
wonder,that whole gang reaction:,7
wonder,veedu manatho ne kalisi thirigadu kada ra..veedu ala pass aiyadu,7
happy,adem lede ,0
happy,entha mudduga tintundhi ,0
happy,disti pedutunnav entra ,0
sad,kamalhassan me after failing in exam: waste mummy nenu ,9
disgust,annayya: entra ala decide ayyav,1
disgust,me with dad: ivanni naa valla avvav daddy nannu meetho polaniki teeskellandi,1
disgust,"my bestie, asking maths sir, to add that 1 mark also, after getting 99 marks",1
neutral,abha entha mudhuga unnara,4
neutral,me after seeing myself in mirror:,4
disgust,ediki ekkuva ayyindhi,1
disgust,"nenu 12 kotta, arustunnana",1
disgust,doni six kottad ra ,1
surprised,adi radhu bayya ,3
surprised,job vachindha ,3
surprised,maname vellali,3
heroism,me entering to class like a hero without listening to my classmates ,5
surprised,apuko apuko ,3
surprised,me calming my friend after seeing a girl be like:  ,3
heroism,me after getting successful: yenti mama photo ledu ani feel avthunaru anta,5
heroism,me: suit bagundi teskuntara..me ammai ki chupinchandi,5
heroism,ye niku gurthu leda,5
heroism,ninna manam em cheppukunnam ,5
happy,childhood me: abba swami entha manchi maata chepparu,0
happy,sidhanthi: nuvvu engineer vi ayii pedha package kodathav,0
happy,me and my long distance girlfriend if we meet,0
confused,me with my dad: antha meere chesaruuu!,8
neutral,"my friend's over-action, when coach scolds him",4
neutral,me: ante akka cheppindhi ippude,4
neutral,me to dad: enti nanna tatha asthi antha nuvve paaduchesav antaga,4
neutral,akka: nenem cheppale daddy ayina nenu ala ndhuku anta telusu kadha i am dad's little princess,4
wonder,intha manchi jeevitam vadilesi dani kosam endhuku ra kasta padtunnav,7
wonder,adi vachentha varaku vadili pettanu,7
wonder,adi ledu kabatte nenu kasta padutunna ,7
neutral,me explaining my sister's art to her friends,4
wonder,ma grandma echina money motham ma amma teskunindi bro,7
heroism,i am unpredictable ,5
heroism,"a friend who got out on the 1st ball every time, once hit a six off spin bowling",5
neutral,aagu raa ointment teesukuni vasthaa,4
neutral,"when my dad beats me heavily, then my mother",4
heroism,my friend coming from back,5
heroism,in drinking competion ,5
heroism,"aa alupu, solupu eragani vadi",5
happy,avesam: hi andi,0
happy,manager: veedu venkat koni sarlu vadi pani kuda nene chesthanu,0
happy,manager introducing everyone for new mate: veedu suri koncham pani thakuva chesthadu but perfect ga chesthadu,0
happy,manager: chusava vedi peru avesam vediki ani ekkuve leni poni panulu ani nethina veskuntadu,0
neutral,eeroju ye topic preeti?,4
heroism,"me and my friends searching for important questions, 1 day before exam",5
happy,i am eye.. anni letters silent petti sambandhame leni letter (i) tho pilustharu,0
happy,i am tsunami.. first letter silent,0
happy,i am queue first letter thappa anni silent,0
disgust,ma nanna lenu leni time chusi laptop open chesaru,1
disgust,me: aa folder nadi kadu nanna ma friend gadivi..nenu ala chesthana chepu,1
disgust,dad: entra ee videos yevaridhi edhi,1
surprised,1st scene lo romance enti sir?,3
surprised,idhi 18+ movie ley raa,3
surprised,"arey, majak chesina, friendship anteney majaaku!!",3
neutral,em antund ra vadu,4
neutral,many great people to all my salute ra,4
neutral,andharo mahanu bavulu andhariki na vandhanam antunadu ra,4
neutral,my random expressions in an argument be like:,4
surprised,me with my female friend: my friend living legend,3
neutral,my friend trying to impress girls,4
heroism,na kannulo em kanipistundho adhi eyii,5
heroism,em eyyali sami ,5
heroism,me during my schl days: mowa randi ra bunk kodadham ,5
confused,me after listening all love stories of my friend: inkenniii unnayiraa aayyaaaaa,8
neutral,me with my mom in childhood while feeding me: mummy please mummy kadupu nindipoyindhiii,4
wonder,mawa sittin ki paisal settu ,7
angry,my friend: solo ga velli vallandharini esestha mowa chusthu undu,2
angry,my friend: ndhukura mowa ila demotivate chestharu!,2
angry,me: mowa neeku antha scene ledhuraa,2
surprised,"eroju ni roju, naku oo roju vastundhi aa roju ni pani chepta",3
surprised,my brother after i book him in front of my dad,3
wonder,me morning times in the beach: nannu sunset ni njoy cheyanivvandraaa!!,7
angry,my friend: what he thinks he looks like:,2
angry,what he really looks like:,2
disgust,me after taking head bath,1
surprised,em cheyanle fikar cheyaku ,3
surprised,vedenti intha deggariki vacchadu ,3
neutral,rey identra intha undhi ,4
heroism,me: rey nuv pubg lo thopu aindachu kani..,5
heroism,nenu aata loki degithe okaru kuda migalaru,5
sad,her reaction,9
sad,when i ate my sister's chocolate before she came to home,9
angry,that pyscho friend: enduku navvuthunav ra navvithe naku nachadu ani telvadha,2
angry,me smiling casually,2
confused,ledu thitundhi ninnu ,8
confused,papa pogutundha ,8
confused,mundhe cheppali kada ra ,8
sad,after watching pushpa 2 movie in theatre owners,9
sad,"evarra meeru, vacchidru, paper jallindru, poyindru",9
sad,abb nai manenge,9
confused,nuv em chestunnav na room lo ,8
confused,nuv ala chustu undali sindhe ,8
confused,topper room ela untundho chustunna bava ,8
fearful, nenu deenni inka deeni control lo pettukunanu kabbate ikkadi daka vacha,6
neutral,"my brain: rey exam inka 2 hours maatramey undhi, inka 3 chapters unnay, eppudu complete chesthaav raa",4
neutral,"me: 120 minutes, boldu time undhi",4
happy,eraa malli yethesinayi antaga subjects ,0
happy,me with my frnd,0
heroism,discussion between me and cr in class,5
heroism,"rey, rey, rey",5
angry,ledante ni kallu chadiripoyela vasta,2
angry,sun these days be like: vaste konchame vasta ,2
happy,nenu pushpam kadu ra nuvve adi chusko,0
heroism,me after trying pancha for the first time,5
heroism,frnd: herolaa unnav mowa,5
wonder,amma nenu pellicheskunna the next moment:,7
wonder,enduku chesav ra eepani ,7
heroism,nuvvu ndhuku thagavoo nenu chustha mowaa idhigoo ikkada kurchuni chustha ,5
heroism,my frnd rechagotting me to drink when i told him i stopped drinking,5
angry,my girl fighting with me for no reason,2
angry,me: psycho moham dhana,2
angry,"hero: era shikavath siruu, idhento telusaa,",2
angry,"idhey raa naa brandu, pushpa ante oka branduu",2
neutral,aada unta eeda unta,4
angry,me: pro player ni raaaaa,2
angry,me after doing a clutch in bgmi: bot gadini anukunnaraaa,2
neutral,after completion me seeing my image,4
neutral,"my friend told, that he is an good artist, and he wants to draw my picture",4
angry,"when pt sir takes 5 minutes extra class, then maths teacher:",2
angry,"meeru twaraga class complete chesthey, nenu maths class teesukuntaam ",2
heroism,me: em anukokey,5
heroism,"when my friend says, nenu exam baaga raayaledhu,
but he is class 1st,",5
sad,me enjoying the whole semester: ,9
sad,"after exams , my results came out like: govinda govinda",9
wonder,me with my dad: daddy clg first ocha daddy nenu,7
wonder,dad: entidhi kala nijamaaa!!,7
neutral,that girl with her boy bestie,4
neutral,friend vadi pilla gurinchi chala chepthunadu bro,4
confused,deniki bava ,8
confused,bandi ekku,8
happy,when she sends picture of herself without you asking,0
heroism,me after hitting him heavily: sorry ra thammudu gattiga kottesa,5
heroism,my brother: rey actions cheyaku kavalane kottav nuvvu!,5
heroism,me hitting my brother after seeing wwe: nenu johncena raaa,5
happy,my situation after cake cutting on my birthday,0
confused,my lecturer: entra idhi tissue paper aah lekapothe ne exam paper aeena,8
confused,as is is wastepaper laaga undhi ,8
confused,me: enti sir leni poni doubt lu aidgi nannu confuse chestharu,8
neutral,me try to touch him and say sorry: sorry daddy,4
neutral,my dad after beating me: aravaku,4
neutral,dad: touch chesav anta champestha,4
neutral,his acting skills: money na...em money ra,4
heroism,frnd tho sitting plan chesina me: abbaaa ippud ma edhavalu savakottestaruga nannu,5
heroism,girl friend: night movie ki veldham ready ga undu ,5
surprised,"amma nanna ekkadunna, kallu mokkaliroo....!",3
sad,me remembering my breakup story while bathing!,9
neutral,vadi sangathi chusta,4
neutral,evadu emaina ante naku cheppu ,4
heroism,me after wiping one squad in bgmi: rey mowa repati nunchi nenu youtube lo streaming chestha esports ki ellipotha,5
heroism,my friend: naaku nee future ardhamayipothundhi mowaa,5
happy,"my foreign brother: orey anniii teeskellipothav entra, anni okesari vaadukudadhu ",0
angry,mental mental ochesthundhi naaku ,2
angry,my near office bayata pan shop,2
angry,miru detai cheyadam deniki nene vadilestunna collge ni ,2
angry,i'm detaining you from the college,2
wonder,"naa tea shop, bar shop avuthundhi",7
wonder,"adhi naa tea shop,
vaadiki mandhu kaavali ante",7
wonder,"vaadiki dabbulu kaavali ante, naa shop vaadiki bank avuthundhi",7
happy,my friend: rey mowaa biryani thindham padha,0
happy,me: nuvvu ippistha ante ostha,0
happy,sukumar: 2000 cr prapthi rasthu,0
happy,"bhaai fans: late aithey ayyindhi kaani, picchekinchey cinema icchavanna ",0
disgust,me: veedini talents anavasarm ga adiga kada ra babu,1
disgust,my friend showing the hidden talents,1
angry,me: mowa bandi ekkandiraa velli aah squad ni esedhammm,2
disgust,second show cinema ka poyindhi ,1
disgust,gudiki poye mokama nidhi,1
heroism,me after successfully completing project: nenu lakpothe maa team antha em ayipotharoo!,5
neutral,idhi nee photo teesuko,4
neutral,nenu icchindhi black & white photo kadara ,4
neutral,nenu colour xerox teeyincha ley,4
happy,me in childhood acting like justin bieber with fake guitar,0
neutral,me: entii daddy ila thagesi anni panulu naaku cheptharu,4
neutral,my dad after drinking: eraaa ituu raaa,4
neutral,my dad: idhigo kalu nokku,4
neutral,me: cheppandi daddy,4
disgust,my sister: naaku bday ki 20000 kavali,1
disgust,dad: 20000 aaaah edho 20rs adiginattu adigavvvv!!!,1
disgust,dad: ndhuku aah face ala pettav ippudu,1
disgust,sister: ivvakapothe cheptha nee sangathiii!!,1
surprised,me: adhenti amma motham teskunav..,3
surprised,when your grandparents gives money before leaving ,3
surprised,my sister reaction:,3
surprised,mom: me grandma echina money naku evvu ra natho aithe safe ga untai,3
neutral,"when that students took a big maths book, and place infront of him",4
neutral,maths teacher: edho tedagaa undhey,4
neutral,"enduku appa, em cheyyaniki ",4
neutral,rey nene ra matladedhi address cheppu ,4
neutral,principal in every school enters into the class,4
heroism,me trying to look cool after my eye operation: kgf lo yash la feel vasthundi,5
happy,ente ala chustunav ,0
happy,nuv mastugunnav ra ,0
neutral,lecturer to me: ninne nuvve kadha bus lo nunchi arichindhi,4
neutral,arichina me: nenu kadhu sir ,4
neutral,maa frnd ravi naa laane untadu konchem vaade arichindhi,4
confused,me on jan 1st mrng after drinking on 31st night ,8
happy,just thana ne oka maata anna ani over action chesthundi bro chinchu moham di,0
sad,adem ledu nanna,9
sad,doddiki ratleda mi vadiki,9
sad,arey emaindhi ra mi friend ki,9
wonder,me after breakup,7
wonder,enneno anukuntam anni avuthaya enti mummy ,7
surprised,nenu okappudu mi lanti vallato foot ball adini vadini ,3
surprised,chinna pillal ra miru,3
surprised,asal em telusu ra miku na gurinchi ,3
neutral,panel: vaadini chusi nerchukondi,4
neutral,me to myself: maaku telusuleraa!,4
neutral,me: chusthunna annii observe chesthunna,4
neutral,frnd 2: chusaveraaa vaadu entha overaction chesthunadoo,4
neutral,my panel: okay u can leave now,4
neutral,frnd 1: thank you so much sir,4
heroism,me explain about vijayawada when someone says asalu me vijayawada lo em undhiraaaa,5
angry,me with my senior after fight: naa ventrukaa kooda peekalev,2
angry,my senior: night hostel chepthara nee sangathi motham gunde neeku,2
surprised,me: enti panthulu gaaru antha maata annaru!!,3
surprised,panthulu in my marriage: chivarigaa navvuthu thali kattuu nayana,3
neutral,"my friend: nuvvu ramannappudu kaadhu, naaku raavali annappudu vastha",4
neutral,coach: eppudo raavalsina vaadivi ippudu vasthey ela raaa,4
neutral,"coach: karma raa babu, poni ley ippatikina vacchav",4
neutral,my friend trying to decode the reasoning questions,4
surprised,vammo inni backlogs unnaya naku,3
surprised,my friend after counting his backlogs,3
happy,grandparents giving money before they are leaving,0
happy,me and my sister: hamaya manam eppudu em aina teskovachu,0
heroism,"pattukunna, nenu mercury laaga jaaripotha",5
heroism,me giving warning to my enemy: nannu eppatiki pattukolev,5
neutral,that friend: ela thagulukunar entra meeru,4
neutral,me and my friends: arey guu muskoni vachi matho kurcho,4
neutral,that non drinker friend escaping slowly,4
neutral,my someone asks to show my friend answers in exam: ,4
neutral,"his reaction: neney mustonni anukunte, vedevadu naa dhagraey musti adukuntunnadu",4
heroism,me with my ani friend: nee time bavndhi kabatti brathikipoyavraaaa!,5
fearful,daughter: ayithe repe clg ki veltha!,6
fearful,daughter: nuvvu kontene veltha lekapothe ledhu!,6
fearful,dad: makeup kit repu konisthaaa ammaa!,6
fearful,dad: ndhukamma antha kopam velloochugaa ,6
neutral,police: adhi em peru raaa,4
neutral,police to my friend: eraa nee peru enti?,4
neutral,my friend: jaffa sir,4
neutral,my friend: adhe naa peru chinnapude guess chesi pettesaru maaa intlo,4
sad,randra chuskundam ,9
sad,me after hitting that guddi uupudu six be like: ,9
fearful,mekka pilla ni bali chesinatu nannu bali evvadaniki ready chesthundi,6
fearful,na pilla ki vere ammai tho matladina ani telisindi,6
heroism,kani vadu already committed ani telisindi ,5
heroism,na friend manaku enduku ra ee relationships ani chepevadu,5
angry,me in my dreams after watching an action movie ,2
surprised,me to my friend: ammayilu manaki set kaaru raa,3
surprised,mari andham gaa unte em cheyyalem anuko..!,3
happy,me after drinking thinking goda as my love ,0
heroism,when a guy in the hostel open book for studying other people look at him be like: rey evadra vadu,5
angry,my friend frustration after not getting recognized by the management ,2
neutral,"me: evaru papa nuvvu, monna paper lo vesina paapa nuvvenaa",4
disgust,nuvvu emaina first hand aa ,1
disgust,rey second hand na kodaka,1
surprised,"after drinking full bottle, still he is stable",3
surprised,then me to my friend be like:,3
angry,my rich friend: eraaa aadduulegandi nenu osthunte pakkaki vellai ani teliyadhaaaa,2
wonder,me: atlauntadhi manathoni,7
wonder,dad: em matladuthunavraaaa,7
wonder,me: daddy job ochesindhii,7
wonder,lothuga digindhi ra ,7
wonder,inka ninnu love cheyyanu,7
wonder,hero: choodu ivalti nunchi heart teesi bayata padesthunna,7
wonder,me and my girl after marriage,7
sad,my girl: avaru ra aa ammai,9
sad,me: address adithe chepina darling anthe,9
neutral,pirikodu ra veedu,4
neutral,when you tell ur friend to propose his girl and he don't,4
sad,identra asalu em ardhamkatla,9
sad,me after watching english movie for the first without subtitles,9
confused,my sister: em aiendi,8
confused,random aunty: ne paata vini kallu thirigi padipoyadu,8
confused,random uncle in function,8
happy,happy tears?,0
happy,no sad tears,0
happy,just thana ne oka maata anna ani pedda godava chesthundi bro chinchu moham di,0
happy,ika padukundham ,0
happy,entra asalu nidra pattatledu,0
wonder,"my friend after doing gundu me be like:
ye ra gunduga, baga cheyinchav",7
sad,dad: chi edavaku pass avvatam radhu kani. bandi kaavalanta bandii!! ,9
sad,dad: bandi ledhu em ledhu muskuni bus lo elluuu,9
sad,me: ndhuku daddy ila antav ,9
angry,me in childhood when someone says nuvvu adhi cheyalevraaaq,2
surprised,kasepu agaka paiki,3
surprised,sare ra vadilesta ,3
surprised,anna nannu vadiley anna,3
