text,emotion_label
Me: Baane extraluuu....,angry
Me with my friend: Orey dammunte 1 vs 1 room adadham raraaa,angry
"Mee nanna, nuvvu chedipothey, maa thappu antadentreaa",disgust
"Ilaney untadhi, Ee year lo ina Career meedha concentrate chey",disgust
"prema paada tapatledu, niku padali sindhe",fearful
arey mawa nenu ante niku endhuku ra antha prema,fearful
eroju friend gadi birthday: party undi anukunane..leda anti,confused
my friend coming from dubai,neutral
When someone bullies my inner visualization: Okaokadini kindha padesiii kodatha!,disgust
me: arey na ex ki msg cheyali ani undhi ra,sad
my self respect: nannu murder chey ra,sad
em chestunnav bayya ,disgust
kalustunna kanapadatleda,disgust
"arey mana madha ivvani enduku ra, ni money navi, kava na money nivi kava",confused
nuv naku ichhava asalu,confused
"My friend overaction after taking my money be like:
ye money ra",confused
"rey 500 ichha, kathalu oddu",confused
"Telugu Sir: Ikkada telugu ey correct gaa vinaru, Inka Hindhi evaramma Vintaaru",disgust
"Hindi Sir: Telugu vacchu kabatti evaru vinaru, Hindi Raadhu kabbati, Andaru vintaaru",disgust
Me: Euuuuuuu,neutral
Me: sarele maname arichedham,neutral
Me: IPPUDAYINA ARAVANDIRAAA,neutral
Me in theatre: Identi evaru aravatla,neutral
when you got all info of girl you saw in metro: gattiga ne research chesav mike...,neutral
My girlfriend: Chalu aah inkonchem pettana?,happy
My girlfriend in canteen: Subbu idhigo dosa thinu,happy
My friend: Maakenti idhi maakentanta idhi.,happy
Me: Chalu mdhyanam lunch kooda pettochuga nuvve,happy
kani tandri avuthadu ,wonder
mi vadiki asalu pelli kadu,wonder
ammailatho jokes vesthanemo kani,heroism
Vallani yeppudu respect lekunda chudaledu..chudanu,heroism
eedenti ala egeskoni pothunnadu,heroism
"Friend: Macha ee ammayiki Telugu raadhu, Tamil vacchu anta",neutral
"Radhu, Naaku Tamil vacchu",neutral
Tamil vaasana ikkada tagulthundi raa,neutral
Neeku Telugu Raadha!,neutral
Me after Reading Mahabharath and Ramayana,angry
when your friend said: rey rush chedam padha...now whole team is dead(bot gallatho kalisi adthuna ani marchipoya bro),surprised
evaru anna athanu,wonder
enthamandhi tho ayna pulihora okesari kalapagaladu,wonder
athanu vo pedda pulihora raja,wonder
chudu aa moodu kothulu ela kurchunnayo,happy
My dad after seeing my marks,surprised
My frnd after 12 o clock be like,heroism
when my friends find me talking to a girl,neutral
my friend: oka ammai chi kotindi ani vere valla ki try cheyadam aagadu,fearful
try chesthune unta...,fearful
Me calling my relatives to mu home and speaking with them after getting job,heroism
Me if i see blood ,sad
adigi thitinchu kovadam ante ide nemo,sad
ela unnanu,sad
arya ,sad
na jeevitanni nashnam chesav ga bane untav,sad
ha enti,sad
"When Manager Scoulds me for a small mistake, and I am going very angry",surprised
My friends: Entra kompateesi veedu resign chesthaada,surprised
"Maa 4 years ki kalipina kooda inni books. Adhey nenu chadivi unte, Erragaddalo undevadini",wonder
Me after seeing my sister MBBS books,wonder
Me after when mom scold me: Eppudu nanne thittu mummyyy,sad
"bandi lona, mandhu lona",disgust
intha late ayyindhi enti,disgust
darilo vastunte bandilo petrol ayi poyindhi ,disgust
"my friend to that girl, who dumped him be like:
nenu evaro teliyada niku ",sad
muthu muduchukoni kurchunnave cheppave,sad
me when dad asks evadra naa jebulo dabbulu teesesindhiii!,happy
"Me: Mari inni dantlo 1st vacchi, ee peon job enti..?",wonder
Migathavanni Fattu,wonder
"My friend: English maatramey 1st,",wonder
ee telugu vallatho pramadam naayana,surprised
athanu telugu vaadena,surprised
avunu nannagaru,surprised
My frnd after drinking: Mowa padharaa aah seniors ni esedham,heroism
My frnd: Aee edhavaki bhayapadalsina avasaram ledhu ,heroism
Me: Ndhukuraa mowa ippudu ivannii,heroism
Petrol boy: Ekkadanunchi ocharuraaa nayana,heroism
My frnd: Mowa Petrol chala ekkuva cost ayindhiraaa,heroism
Me: Adhi entha cost unna manam 100 aee kottistam kadhara ,heroism
ne chetha badcow ela raa ra,fearful
2nd class me asking for new slate then nanna: monna ne kada ra epincha em chesav..,fearful
me: ante nanna adi vere vadu teskoni pagalakotadu,fearful
My friend me: Rey mowaa results chusara malli fail ayyav nuvu,sad
Me: Em matladuthunav mowa eesari nijamga baa raasara ,sad
me calling everyone with my new phone number,neutral
me trying to convince my dad why I need money,happy
sister: nanna vadini namaku (daniki evvaledu ani pogaru),happy
dad: tesko ra,happy
manager: rey task eroju EOD kantha work complete chesi naku update evvu,neutral
manager: adi ninna ra...,neutral
me: ninna leave adigithe approve chesaru kada andi,neutral
bava niku gf undha ,confused
na mokaniki gf aa ,confused
niku dandam ra babu,fearful
inkosari ni bike midha kurchonu,fearful
my pulihora friend with girls: Intha andhanga unnaru roju andhanni tintunnara enti ,sad
adem ledu.....,sad
attendence ekkuva vundhi naku,neutral
college ki enduku pole ra,neutral
daaniki kuda leave pedthara,neutral
Me: parledhu cheppu em annanu,surprised
my frnd: Em ledhu ,surprised
mt friend: Nee snckas night thinesindhi nene ,surprised
me to my frnd: Enti ala chusthunav,surprised
"adi telugu antara, burra takkuva nayala",disgust
"rey veeditho tiraga kandi, veedu college puttnappati nunchi ikkade chaduvutunnadu",disgust
asalu em rasav ani eyyali ra niku marklu,disgust
monna rasanu ga telugu paper lo,disgust
adedo 4 markulu esi pass cheyochhu ga,disgust
My friends at Office Party,neutral
Me siggu pading on stage when someone shouts my crush name from down,happy
"rey nuv agu, niku matlade adhikaram ledu ",disgust
rey idi mottam waste ra  ,disgust
"Adhey bava garu, Policelu ela undakudadho, vellaki chepthunna",wonder
"Bava, Enti akkada discussion",wonder
Cheppadam dheniki example gaa mimmalni choopsithey saripothundhi gaa.,wonder
My Mom beating me after I took money from my Uncle(Mena Mama),neutral
"Mom: Era vaddhu, ani anu ani inti dhagarey cheppanuga. Malli enduku raa teesukunnav?",neutral
me: nuvvu ila thinetappudu thidithe thinanu nenu,sad
Me: food bale undhi mummy,sad
me: naakem  odhu inka,sad
me after some time: parledhule ee konchem thinedham,sad
Mummy heroine la unnav ivela ento,happy
Chicken biryani cheyochugaaaa ,happy
Em kavali cheppu,happy
cheppaniki asalu em ledu anna ,surprised
UI cinema ki poynam anna,surprised
mari review cheppandra,surprised
"That guy: Panodu kaadhu, call me as CR!",neutral
"In class: Rey Panoda, Sir pilusthunnaru",neutral
"Annaya, Avasaramaa veedu. Pampinchey veedini Urgent gaa",disgust
That One friend who is Vegetarian between 5 non-vegetarian Guys,disgust
My lecturer talking about his childhood and getting emotional,neutral
watchman: evadra nuvu udathalu patte vadila unnav,neutral
my friend vadi crush cake cutting undi ante first time valla intiki veladu,neutral
Me: Ndhuku naa love matter intlo cheppesaveeeeee!,disgust
My sister: Sorry raa edho flow lo amma tho anesaaaaa,disgust
ego ee 100 theesukoni aa ammayi number ivvu ,wonder
ego ee 500 teesukoni pakkaiko poyi aaduko,wonder
miru antha evaru,heroism
oka generation ki inspiration,heroism
giving birthday bumps to friends be like:,angry
Me explaining doctor Why i have drink purugula mandhuuuuu,sad
random kid irritating you continuously: ado saradhaki...,angry
me finally lost the patience,angry
My frnd: Mrng tiffin thindaniki dabbulu lev kani ee dialogues ki em thakkuva ledhu,wonder
me with my bro: Neeku emanna kavali ante nannu adagara thammudu nenu konistaaa,wonder
enti edho chepta annav ,neutral
niku lover evaraina unnara,neutral
adem ledu le,neutral
She: Maaku telusu aah daridrpau kallu esukuni disti pettakku!!,heroism
Me with smile: Already petta!!,heroism
Me with my crush: Saree lo masth cute unnav!,heroism
Dad: belt anduko Jhanaki,sad
When your dad found your browsing history,sad
me: promise ga evvi ala vachai naku telidu nanna,sad
Dad: mari edhi yenti ra..,sad
My friend Playing Kabaddi with Strong Players,neutral
me and my bro followed a girl from other clg:,angry
my bro: nuv watchman va ra,angry
some random guy: asal avdra nuvu...who allowed them inside man,angry
pulini chudali anko parledu,happy
kani puli tho ata adithe mathram vetadesthadhi,happy
"danitho photo digali anuko, konchem risk ayina parledu try cheya vachhu",happy
"In child hood, While going to classroom on New Year",surprised
GANDHI CINEMA INDIA LO VANDA ROJULU AADADU,angry
"adhey, KADAPA KING ANI TEEYU 200 CENTERS 100 DAYS",angry
vaadu na jaan jigiri,angry
rey vadini emmanna annavo sava kodta,angry
Luck: enti ala chusthunav nenem raanu,surprised
My goal is to settle in 2025,heroism
Dad: Eraa yedhava pakkintiii ammmayini kelikav antaga ,happy
Me: AYYOO RAMA nenu ndhuku chestha nannagaru alaaa,happy
My friend waiting for 12.00 for New Year 2025,surprised
new joinee: office vodhili vellipotha antunadu,confused
that whole gang reaction:,wonder
veedu manatho ne kalisi thirigadu kada ra..veedu ala pass aiyadu,wonder
adem lede ,happy
entha mudduga tintundhi ,happy
disti pedutunnav entra ,happy
Kamalhassan me after failing in exam: Waste mummy nenu ,sad
annayya: Entra ala decide ayyav,disgust
Me with dad: Ivanni naa valla avvav daddy nannu meetho polaniki teeskellandi,disgust
"My bestie, asking Maths sir, to add that 1 mark also, after getting 99 marks",disgust
Abha entha mudhuga unnara,neutral
Me after seeing myself in mirror:,neutral
ediki ekkuva ayyindhi,disgust
"nenu 12 kotta, arustunnana",disgust
doni six kottad ra ,disgust
adi radhu bayya ,surprised
job vachindha ,surprised
maname vellali,surprised
Me entering to class like a hero without listening to my classmates ,heroism
apuko apuko ,surprised
me calming my friend after seeing a girl be like:  ,surprised
me after getting successful: yenti mama photo ledu ani feel avthunaru anta,heroism
me: suit bagundi teskuntara..me ammai ki chupinchandi,heroism
ye niku gurthu leda,heroism
ninna manam em cheppukunnam ,heroism
childhood Me: Abba swami entha manchi maata chepparu,happy
Sidhanthi: Nuvvu engineer vi ayii pedha package kodathav,happy
me and my long distance girlfriend if we meet,happy
Me with my dad: Antha meere chesaruuu!,confused
"My Friend's Over-action, When Coach scolds him",neutral
Me: Ante akka cheppindhi ippude,neutral
Me to dad: Enti nanna tatha asthi antha nuvve paaduchesav antaga,neutral
Akka: Nenem cheppale daddy ayina nenu ala ndhuku anta telusu kadha i am dad's little princess,neutral
intha manchi jeevitam vadilesi dani kosam endhuku ra kasta padtunnav,wonder
adi vachentha varaku vadili pettanu,wonder
adi ledu kabatte nenu kasta padutunna ,wonder
Me explaining my sister's art to her Friends,neutral
ma grandma echina money motham ma amma teskunindi bro,wonder
I am Unpredictable ,heroism
"A friend who got out on the 1st ball every time, once hit a six off spin bowling",heroism
Aagu raa Ointment teesukuni Vasthaa,neutral
"When my Dad Beats me heavily, then my Mother",neutral
my friend coming from back,heroism
In drinking competion ,heroism
"aa alupu, solupu eragani vadi",heroism
avesam: hi andi,happy
manager: veedu venkat koni sarlu vadi pani kuda nene chesthanu,happy
manager introducing everyone for new mate: veedu suri koncham pani thakuva chesthadu but perfect ga chesthadu,happy
manager: chusava vedi peru avesam vediki ani ekkuve leni poni panulu ani nethina veskuntadu,happy
eeroju ye topic preeti?,neutral
"Me and my friends searching for Important questions, 1 day before exam",heroism
I am EYE.. Anni Letters Silent petti Sambandhame Leni Letter (i) tho pilustharu,happy
I am TSUNAMI.. First Letter Silent,happy
I am QUEUE First Letter Thappa Anni Silent,happy
ma nanna lenu leni time chusi laptop open chesaru,disgust
me: aa folder nadi kadu nanna ma friend gadivi..nenu ala chesthana chepu,disgust
Dad: entra ee videos yevaridhi edhi,disgust
1st scene lo Romance enti Sir?,surprised
Idhi 18+ movie ley raa,surprised
"Arey, Majak chesina, Friendship anteney Majaaku!!",surprised
em antund ra vadu,neutral
many great people to all my salute ra,neutral
andharo mahanu bavulu andhariki na vandhanam antunadu ra,neutral
My random expressions in an argument be like:,neutral
Me with my female friend: My friend living legend,surprised
my friend trying to impress girls,neutral
na kannulo em kanipistundho adhi eyii,heroism
em eyyali sami ,heroism
me during my schl days: Mowa randi ra bunk kodadham ,heroism
Me after listening all love stories of my friend: Inkenniii unnayiraa aayyaaaaa,confused
Me with my mom in childhood while feeding me: Mummy please mummy kadupu nindipoyindhiii,neutral
mawa sittin ki paisal settu ,wonder
My friend: Solo ga velli vallandharini esestha mowa chusthu undu,angry
My friend: Ndhukura mowa ila demotivate chestharu!,angry
Me: Mowa neeku antha scene ledhuraa,angry
"eroju ni roju, naku oo roju vastundhi aa roju ni pani chepta",surprised
my brother after i book him in front of my dad,surprised
Me morning times in the beach: Nannu sunset ni njoy cheyanivvandraaa!!,wonder
my friend: What he thinks he looks like:,angry
What he really looks like:,angry
me after taking head bath,disgust
em cheyanle fikar cheyaku ,surprised
vedenti intha deggariki vacchadu ,surprised
rey identra intha undhi ,neutral
me: rey nuv pubg lo thopu aindachu kani..,heroism
nenu aata loki degithe okaru kuda migalaru,heroism
Her Reaction,sad
When I ate my Sister's Chocolate before she came to Home,sad
that pyscho friend: enduku navvuthunav ra navvithe naku nachadu ani telvadha,angry
me smiling casually,angry
ledu thitundhi ninnu ,confused
papa pogutundha ,confused
mundhe cheppali kada ra ,confused
After watching Pushpa 2 movie in Theatre Owners,sad
"Evarra meeru, vacchidru, paper jallindru, poyindru",sad
abb nai manenge,sad
nuv em chestunnav na room lo ,confused
nuv ala chustu undali sindhe ,confused
topper room ela untundho chustunna bava ,confused
 nenu deenni inka deeni control lo pettukunanu kabbate ikkadi daka vacha,fearful
"My brain: Rey exam inka 2 hours maatramey undhi, inka 3 chapters unnay, eppudu complete chesthaav raa",neutral
"Me: 120 minutes, boldu time undhi",neutral
Eraa malli yethesinayi antaga subjects ,happy
Me with my frnd,happy
Discussion Between Me and CR in class,heroism
"Rey, Rey, Rey",heroism
ledante ni kallu chadiripoyela vasta,angry
sun these days be like: vaste konchame vasta ,angry
nenu pushpam kadu ra nuvve adi chusko,happy
Me after trying pancha for the first time,heroism
Frnd: Herolaa unnav mowa,heroism
amma nenu pellicheskunna the next moment:,wonder
enduku chesav ra eepani ,wonder
Nuvvu ndhuku thagavoo nenu chustha mowaa idhigoo ikkada kurchuni chustha ,heroism
My frnd rechagotting me to drink when i told him i stopped drinking,heroism
my girl fighting with me for no reason,angry
me: psycho moham dhana,angry
"Hero: Era shikavath Siruu, Idhento telusaa,",angry
"Idhey raa naa brandu, Pushpa ante oka Branduu",angry
aada unta eeda unta,neutral
Me: Pro player ni raaaaa,angry
Me after doing a clutch in bgmi: Bot gadini anukunnaraaa,angry
After completion me seeing my Image,neutral
"My friend told, that he is an good artist, and he wants to draw my picture",neutral
"When PT sir takes 5 minutes extra class, then Maths Teacher:",angry
"Meeru Twaraga class complete chesthey, Nenu Maths class Teesukuntaam ",angry
Me: Em anukokey,heroism
"When My friend says, Nenu exam baaga raayaledhu,
But he is class 1st,",heroism
me enjoying the whole semester: ,sad
"after exams , my results came out like: govinda govinda",sad
Me with my dad: Daddy clg first ocha daddy nenu,wonder
Dad: Entidhi Kala nijamaaa!!,wonder
that girl with her boy bestie,neutral
friend vadi pilla gurinchi chala chepthunadu bro,neutral
deniki bava ,confused
bandi ekku,confused
when she sends picture of herself without you asking,happy
Me after hitting him heavily: Sorry ra thammudu gattiga kottesa,heroism
My brother: Rey actions cheyaku kavalane kottav nuvvu!,heroism
Me hitting my brother after seeing wwe: Nenu johncena raaa,heroism
my situation after cake cutting on my birthday,happy
My lecturer: Entra idhi tissue paper aah lekapothe ne exam paper aeena,confused
As is is wastepaper laaga undhi ,confused
Me: Enti sir leni poni doubt lu aidgi nannu confuse chestharu,confused
Me try to touch him and say sorry: Sorry daddy,neutral
My dad after beating me: Aravaku,neutral
Dad: Touch chesav anta champestha,neutral
his acting skills: money na...em money ra,neutral
Frnd tho sitting plan chesina me: Abbaaa ippud ma edhavalu savakottestaruga nannu,heroism
Girl friend: Night movie ki veldham ready ga undu ,heroism
"Amma nanna ekkadunna, Kallu Mokkaliroo....!",surprised
Me remembering my breakup story while bathing!,sad
vadi sangathi chusta,neutral
evadu emaina ante naku cheppu ,neutral
Me after wiping one squad in bgmi: Rey mowa repati nunchi nenu youtube lo streaming chestha esports ki ellipotha,heroism
My friend: Naaku nee future ardhamayipothundhi mowaa,heroism
"My foreign brother: Orey anniii teeskellipothav entra, Anni okesari vaadukudadhu ",happy
Mental mental ochesthundhi naaku ,angry
My near office bayata pan shop,angry
miru detai cheyadam deniki nene vadilestunna collge ni ,angry
i'm detaining you from the college,angry
"Naa tea shop, Bar Shop avuthundhi",wonder
"Adhi naa Tea Shop,
Vaadiki Mandhu kaavali ante",wonder
"Vaadiki Dabbulu kaavali ante, Naa shop vaadiki Bank avuthundhi",wonder
My friend: Rey mowaa biryani thindham padha,happy
Me: Nuvvu ippistha ante ostha,happy
Sukumar: 2000 cr prapthi rasthu,happy
"bhAAi fans: Late aithey ayyindhi kaani, picchekinchey cinema icchavanna ",happy
me: veedini talents anavasarm ga adiga kada ra babu,disgust
my friend showing the hidden talents,disgust
Me: mowa bandi ekkandiraa velli aah squad ni esedhammm,angry
second show cinema ka poyindhi ,disgust
gudiki poye mokama nidhi,disgust
Me after successfully completing project: Nenu lakpothe maa team antha em ayipotharoo!,heroism
Idhi Nee photo teesuko,neutral
Nenu icchindhi Black & white Photo kadara ,neutral
Nenu Colour Xerox teeyincha ley,neutral
me in childhood acting like justin bieber with fake guitar,happy
Me: Entii daddy ila thagesi anni panulu naaku cheptharu,neutral
My dad after drinking: Eraaa ituu raaa,neutral
My dad: Idhigo kalu nokku,neutral
Me: Cheppandi daddy,neutral
My sister: Naaku bday ki 20000 kavali,disgust
Dad: 20000 Aaaah edho 20rs adiginattu adigavvvv!!!,disgust
Dad: Ndhuku aah face ala pettav ippudu,disgust
Sister: Ivvakapothe cheptha nee sangathiii!!,disgust
me: adhenti amma motham teskunav..,surprised
when your grandparents gives money before leaving ,surprised
my sister reaction:,surprised
mom: me grandma echina money naku evvu ra natho aithe safe ga untai,surprised
"When That students took a big maths book, and place infront of Him",neutral
Maths Teacher: Edho Tedagaa Undhey,neutral
"enduku appa, em cheyyaniki ",neutral
rey nene ra matladedhi address cheppu ,neutral
Principal in every school enters into the Class,neutral
me trying to look cool after my eye operation: KGf lo yash la feel vasthundi,heroism
ente ala chustunav ,happy
nuv mastugunnav ra ,happy
Lecturer to me: Ninne nuvve kadha bus lo nunchi arichindhi,neutral
Arichina Me: Nenu kadhu sir ,neutral
Maa frnd Ravi naa laane untadu konchem vaade arichindhi,neutral
Me on jan 1st mrng after drinking on 31st night ,confused
just thana ne oka maata anna ani over action chesthundi bro chinchu moham di,happy
adem ledu nanna,sad
doddiki ratleda mi vadiki,sad
arey emaindhi ra mi friend ki,sad
Me after breakup,wonder
Enneno anukuntam anni avuthaya enti mummy ,wonder
nenu okappudu mi lanti vallato foot ball adini vadini ,surprised
chinna pillal ra miru,surprised
asal em telusu ra miku na gurinchi ,surprised
Panel: Vaadini chusi nerchukondi,neutral
Me to myself: Maaku telusuleraa!,neutral
Me: Chusthunna annii observe chesthunna,neutral
Frnd 2: Chusaveraaa vaadu entha overaction chesthunadoo,neutral
My panel: Okay u can leave now,neutral
Frnd 1: Thank you so much sir,neutral
Me explain about vijayawada when someone says asalu me vijayawada lo em undhiraaaa,heroism
Me with my senior after fight: Naa ventrukaa kooda peekalev,angry
My senior: Night hostel chepthara nee sangathi motham gunde neeku,angry
Me: Enti panthulu gaaru antha maata annaru!!,surprised
Panthulu in my marriage: Chivarigaa navvuthu thali kattuu nayana,surprised
"My Friend: Nuvvu ramannappudu Kaadhu, Naaku raavali annappudu Vastha",neutral
Coach: Eppudo Raavalsina vaadivi Ippudu vasthey ela raaa,neutral
"Coach: Karma Raa Babu, Poni ley Ippatikina vacchav",neutral
My friend trying to decode the Reasoning Questions,neutral
vammo inni backlogs unnaya naku,surprised
my friend after counting his backlogs,surprised
grandparents giving money before they are leaving,happy
me and my sister: hamaya manam eppudu em aina teskovachu,happy
"Pattukunna, nenu mercury laaga jaaripotha",heroism
Me giving warning to my Enemy: Nannu eppatiki pattukolev,heroism
that friend: ela thagulukunar entra meeru,neutral
me and my friends: arey guu muskoni vachi matho kurcho,neutral
that non drinker friend escaping slowly,neutral
My someone asks to show my friend answers in exam: ,neutral
"His Reaction: Neney mustonni anukunte, Vedevadu naa dhagraey musti adukuntunnadu",neutral
me with my ani friend: Nee time bavndhi kabatti brathikipoyavraaaa!,heroism
Daughter: Ayithe repe clg ki veltha!,fearful
Daughter: Nuvvu kontene veltha lekapothe ledhu!,fearful
Dad: Makeup kit repu konisthaaa ammaa!,fearful
Dad: Ndhukamma antha kopam velloochugaa ,fearful
Police: Adhi em peru raaa,neutral
Police to my friend: Eraa nee peru enti?,neutral
My friend: Jaffa Sir,neutral
My friend: Adhe naa peru chinnapude guess chesi pettesaru maaa intlo,neutral
randra chuskundam ,sad
me after hitting that guddi uupudu six be like: ,sad
mekka pilla ni bali chesinatu nannu bali evvadaniki ready chesthundi,fearful
na pilla ki vere ammai tho matladina ani telisindi,fearful
kani vadu already committed ani telisindi ,heroism
na friend manaku enduku ra ee relationships ani chepevadu,heroism
Me in my dreams after watching an action movie ,angry
Me to my friend: Ammayilu manaki set kaaru raa,surprised
Mari andham gaa unte em cheyyalem anuko..!,surprised
me after drinking thinking goda as my love ,happy
when a guy in the hostel open book for studying other people look at him be like: rey evadra vadu,heroism
My friend frustration after not getting recognized by the management ,angry
"Me: Evaru papa nuvvu, monna paper lo vesina paapa nuvvenaa",neutral
nuvvu emaina first hand aa ,disgust
rey second hand na kodaka,disgust
"After drinking full bottle, still he is stable",surprised
Then me to my friend be like:,surprised
My rich friend: Eraaa aadduulegandi nenu osthunte pakkaki vellai ani teliyadhaaaa,angry
Me: Atlauntadhi manathoni,wonder
Dad: Em matladuthunavraaaa,wonder
Me: Daddy job ochesindhii,wonder
lothuga digindhi ra ,wonder
Inka ninnu love cheyyanu,wonder
Hero: Choodu Ivalti nunchi heart teesi bayata padesthunna,wonder
me and my girl after marriage,wonder
my girl: avaru ra aa ammai,sad
me: address adithe chepina darling anthe,sad
pirikodu ra veedu,neutral
when you tell ur friend to propose his girl and he don't,neutral
Identra asalu em ardhamkatla,sad
Me after watching English movie for the first without subtitles,sad
my sister: em aiendi,confused
random aunty: ne paata vini kallu thirigi padipoyadu,confused
random uncle in function,confused
happy tears?,happy
no sad tears,happy
just thana ne oka maata anna ani pedda godava chesthundi bro chinchu moham di,happy
ika padukundham ,happy
entra asalu nidra pattatledu,happy
"my friend after doing gundu me be like:
ye ra gunduga, baga cheyinchav",wonder
Dad: chi edavaku Pass avvatam radhu kani. Bandi kaavalanta bandii!! ,sad
Dad: Bandi ledhu em ledhu muskuni bus lo elluuu,sad
Me: Ndhuku daddy ila antav ,sad
Me in childhood when someone says nuvvu adhi cheyalevraaaq,angry
kasepu agaka paiki,surprised
sare ra vadilesta ,surprised
anna nannu vadiley anna,surprised
My Brother: Cheppina neeku teliyadhule elluu inkaaa,neutral
Me: Em chaduvuthunavraaa,neutral
Me seeing someone slapped my friend in college fight: Evadu vaadu cheppu naaku,angry
Me: Urgent ga cheppu esedham,angry
na girlfriend ni naku ipppistara ledante vidini esestha,surprised
"vidiki anavsaranga mandu posam, eppudu em chestado",surprised
andukuke vidiki mandu poyodhu anedhi,surprised
rey agura ippista vadini em cheyaku,surprised
aa seal ni kani pettindhe vadu,surprised
evadu ra vadu,surprised
When friend going for Pushpa -2 movie tickets,happy
"When lovers talking in class in Lunch period, My reaction",angry
My sister to me: Nenu dachukunna chocolate aeee thinesthaveraaa neeku undhiraaa,angry
My friend: All indians are my brothers and sisters  ,heroism
Me: Mowa mari mee paapa sangathi entii,heroism
Random girl be like: Evadu veedu ila chusthunadu ,heroism
my frnd reactions in pub after drinking ,heroism
thikka mingina me: vachad ra pandi pirralodu,neutral
random lecturer: evadra adi allari chesedi,neutral
Kottina thittina thaalibottu kattina nuvvu naaku nachinodu royi,surprised
Old Generation Girls:,surprised
Me: Overnight lo project motham chesesaaaa ,happy
My manager: Wowww!!,happy
my friend flirting skills be like: nuvvu vennela la veligi pothu untav telusa,happy
Then that girl be like: ,happy
"Kamesh gaaru, vellandarini arrest cheyyandi, Ardham ayyindhaa",surprised
"Okkati takkuva ayyindhi, Okkati takkuva ayyindhi",surprised
"GF's to their Boy friend's: Kottina, thittina, Thalibottu kattina",surprised
Nuvvu naaku nacchinoduro..!,surprised
Sister: Ippudu nenu cheppindhi teeskopothe nee lover matter intlo cheppestha!,fearful
Me choosing oppositely to my sister's choice: Naaku veredhi kavali,fearful
Mardhal: Baavaa!!,wonder
Me: Identi chinnappdu chemidi mukku esukuni undedhi ippudu ila undhiii,wonder
Uncle: Abbaa chimpesavraa chinna dance,heroism
Uncle2: Neelo ee talent kooda edichindhaaa,heroism
Me dancing as i like in a family function,heroism
"Thambi, Tamil haa,  Nee peru enti?",heroism
"Pushpa, Pakka telugu!!",heroism
vallu kottiru kottinchukunnam,surprised
"Rey cheppu evadu nee boss, ",surprised
Hero: Neney naa bossu siruu,surprised
in childhood me to doctor: injection vodu doctor...bayam aithundi,sad
Doctor: edi okasari cheyenchuko,sad
my friend after seeing police: rey poniy ra mama pikutunnaru,wonder
seeeee,sad
Naa koduku first rank kottadu inka next collector maa vaade,happy
me seeing my friend copying in exam: Pedha planning aeeee!,confused
Me: Cinemalu choodatledenti,heroism
"In chatting conversation, When boy friend made delay for replaying 2 minutes",happy
"GF: Idhigo nannu Avoid chesaav, Break up",happy
"BF: Avoid kadhamma, Wash room ki velli vacchanu",happy
Me: Mari aah jebulaa sweets enti!,heroism
Me: Eraa snacks nuvvena thinindhiii,heroism
My frnd: Nenu kadhu mowaa,heroism
My frnd: Abbaa! Dorikesana ,heroism
Me: Mowaa evadau vaadu naa music system meedha cheyi vesthunadu ,angry
My frnd: Rey mowaa atuuu chudara ,angry
My frnd: Thane naa crush ,wonder
Me: Sry mowa edho flow lo anesaaa ,wonder
me: Enti aunty la undhi,wonder
Girls: Exams 1 day batting ante enti raa?,neutral
"Boys: Semeseter antha aadukuni, exam mundhu Important Questions chadivi pass avvadam",neutral
childhood Me in the school assembly: East or west,heroism
my school is the best,heroism
My sister after stayed in Hostel for 2 years,neutral
"""Evaru Nenu, Nenu evarini...""",neutral
me and my bro after watching WWE,neutral
Me: Ivalti nunchi padhathiga unta mummy!,wonder
Mom: Eraa enti ila maaripoyav nuvvena asalu aah bottu enti,wonder
Mom: Maaku nammakam ledhu doraaa!,wonder
second year lo okati,neutral
 First year lo moodu,neutral
third year lo fiveuu,neutral
My dad with shocking face: Anniii ndhuku unnayira bujjii,neutral
Me explaining my Dad:Naaku ennii backlogs unnayo telsa,neutral
Me: Mummy andharu nannu bandoda antunaru,sad
Mom: Mari pandhi la thinte adhe antaru!,sad
Dad: Mundu pass avvuu nuvvu!!,heroism
Duller Me challenging my father:  Eesari exams lo ela ayina first rank kodatha,heroism
Me: Naa valleee problem ayithe cheppandiraa nennu ellipothaaaa,disgust
My frnd: Antha nee valleraaaa,disgust
Frnd: Urgent gaa poraaa nayana eeda nunchi,disgust
chaduvu kunte pass avutam,wonder
"Veedey mental anukunte, veedi nanna double mentalodu laa unnadu....!",sad
Enti ila koduthunav,angry
Repu adadham tooch idhi,angry
1 vs 1 room ki raa chusukundham,angry
Osthunna undu,angry
Single digit lo petti kodatha ninnu,angry
Naaku ping sarigga raledhu cancel idhi,angry
Me explaining my thailand trip to my brother,happy
Entha chill ayyamo telsaraaa neeku nuvve miss ayyav,happy
vacche somavaram,happy
mawa nee shobanam date set chesaru   ra,happy
eppudu mawa ....,happy
veedenti intha manchiga chuskuntunnadu,wonder
"thana car accident ayyindhi ani chepte, champestundhi kasta manchi ga undali deeni thoti",wonder
"My friend Cricket, batting skills",wonder
Me: Antha nee valleee,angry
Me: Night thagesi mee daddy anukuni maa daddy ki phn chesi naa gurinchi antha cheppesav,angry
Friend: Aaah expression entra,angry
teamlead from nowhere asking for work status,neutral
me doing my work peacefully,neutral
my reaction:,neutral
